Beach Name,Wave Height,Wave Period,Battery Life,Measurement ID
63rd Street Beach,0.134,3,11.7,63rdStreetBeach201407130900
Montrose Beach,0.154,3,12.3,MontroseBeach201407130900
Osterman Beach,0.137,2,12.1,OstermanBeach201407130900
Ohio Street Beach,0.139,3,11.8,OhioStreetBeach201407130900
Rainbow Beach,0.149,3,11.6,RainbowBeach201407130900
Calumet Beach,0.223,3,11.7,CalumetBeach201505192100
63rd Street Beach,0.218,3,11.6,63rdStreetBeach201505192100
Montrose Beach,0.24,3,11.7,MontroseBeach201505192100
Osterman Beach,0.241,3,11.5,OstermanBeach201505192100
Calumet Beach,0.238,3,11.4,CalumetBeach201505192200
63rd Street Beach,0.218,3,11.6,63rdStreetBeach201505192200
Montrose Beach,0.227,2,11.7,MontroseBeach201505192200
Osterman Beach,0.247,3,11.5,OstermanBeach201505192200
Calumet Beach,0.243,3,11.5,CalumetBeach201505192300
63rd Street Beach,0.217,3,11.6,63rdStreetBeach201505192300
Montrose Beach,0.238,5,11.7,MontroseBeach201505192300
Osterman Beach,0.254,2,11.5,OstermanBeach201505192300
Calumet Beach,0.245,3,11.6,CalumetBeach201505202400
63rd Street Beach,0.226,3,11.6,63rdStreetBeach201505202400
Montrose Beach,0.257,4,11.7,MontroseBeach201505202400
Osterman Beach,0.245,4,11.5,OstermanBeach201505202400
Calumet Beach,0.24,3,11.5,CalumetBeach201505200100
63rd Street Beach,0.237,3,11.6,63rdStreetBeach201505200100
Montrose Beach,0.299,4,11.7,MontroseBeach201505200100
Osterman Beach,0.295,4,11.5,OstermanBeach201505200100
Calumet Beach,0.226,3,11.5,CalumetBeach201505200200
63rd Street Beach,0.271,3,11.6,63rdStreetBeach201505200200
Montrose Beach,0.358,4,11.7,MontroseBeach201505200200
Osterman Beach,0.323,3,11.5,OstermanBeach201505200200
Calumet Beach,0.24,3,11.6,CalumetBeach201505200300
63rd Street Beach,0.286,5,11.6,63rdStreetBeach201505200300
Calumet Beach,0.075,3,11.9,CalumetBeach201407131000
63rd Street Beach,0.159,3,11.7,63rdStreetBeach201407131000
Montrose Beach,0.139,2,12.3,MontroseBeach201407131000
Osterman Beach,0.131,2,12.1,OstermanBeach201407131000
Ohio Street Beach,0.13,2,11.8,OhioStreetBeach201407131000
Rainbow Beach,0.156,3,11.6,RainbowBeach201407131000
Calumet Beach,0.104,2,11.9,CalumetBeach201407131200
63rd Street Beach,0.153,3,11.7,63rdStreetBeach201407131200
Montrose Beach,0.146,3,12.3,MontroseBeach201407131200
Osterman Beach,0.134,2,12.1,OstermanBeach201407131200
Ohio Street Beach,0.14,2,11.8,OhioStreetBeach201407131200
Rainbow Beach,0.18,3,11.6,RainbowBeach201407131200
Calumet Beach,0.12,2,11.9,CalumetBeach201407131500
63rd Street Beach,0.156,3,11.7,63rdStreetBeach201407131500
Montrose Beach,0.171,4,12.3,MontroseBeach201407131500
Osterman Beach,0.148,3,12.1,OstermanBeach201407131500
Ohio Street Beach,0.162,3,11.8,OhioStreetBeach201407131500
Rainbow Beach,0.172,3,11.6,RainbowBeach201407131500
Calumet Beach,0.124,5,11.8,CalumetBeach201407150900
63rd Street Beach,0.294,4,11.6,63rdStreetBeach201407150900
Montrose Beach,0.317,4,12.1,MontroseBeach201407150900
Osterman Beach,0.262,3,11.9,OstermanBeach201407150900
63rd Street Beach,0.173,7,11.7,63rdStreetBeach201407131300
Montrose Beach,0.162,3,12.3,MontroseBeach201407131300
Osterman Beach,0.16,3,12.1,OstermanBeach201407131300
Ohio Street Beach,0.16,3,11.8,OhioStreetBeach201407131300
Rainbow Beach,0.186,3,11.6,RainbowBeach201407131300
Montrose Beach,0.339,3,11.7,MontroseBeach201505200300
Osterman Beach,0.313,3,11.5,OstermanBeach201505200300
Calumet Beach,0.137,3,11.9,CalumetBeach201407131400
63rd Street Beach,0.173,3,11.7,63rdStreetBeach201407131400
Montrose Beach,0.174,3,12.3,MontroseBeach201407131400
Osterman Beach,0.134,4,12.1,OstermanBeach201407131400
Ohio Street Beach,0.17,3,11.8,OhioStreetBeach201407131400
Rainbow Beach,0.165,3,11.6,RainbowBeach201407131400
Calumet Beach,0.238,3,11.5,CalumetBeach201505200400
63rd Street Beach,0.294,4,11.6,63rdStreetBeach201505200400
Montrose Beach,0.333,3,11.7,MontroseBeach201505200400
Osterman Beach,0.299,3,11.5,OstermanBeach201505200400
Calumet Beach,0.247,4,11.5,CalumetBeach201505200500
63rd Street Beach,0.292,4,11.6,63rdStreetBeach201505200500
Montrose Beach,0.337,4,11.7,MontroseBeach201505200500
Osterman Beach,0.279,4,11.5,OstermanBeach201505200500
Calumet Beach,0.262,3,11.6,CalumetBeach201505200600
63rd Street Beach,0.299,4,11.5,63rdStreetBeach201505200600
Montrose Beach,0.342,5,11.7,MontroseBeach201505200600
Osterman Beach,0.314,4,11.5,OstermanBeach201505200600
Calumet Beach,0.262,3,11.6,CalumetBeach201505200700
63rd Street Beach,0.293,4,11.5,63rdStreetBeach201505200700
Montrose Beach,0.332,5,11.7,MontroseBeach201505200700
Osterman Beach,0.298,3,11.5,OstermanBeach201505200700
Calumet Beach,0.247,3,11.7,CalumetBeach201505200800
63rd Street Beach,0.29,3,11.5,63rdStreetBeach201505200800
Montrose Beach,0.329,3,11.7,MontroseBeach201505200800
Osterman Beach,0.309,4,11.5,OstermanBeach201505200800
Calumet Beach,0.269,5,11.6,CalumetBeach201505200900
Montrose Beach,0.321,5,11.7,MontroseBeach201505200900
Osterman Beach,0.288,5,11.5,OstermanBeach201505200900
Calumet Beach,0.267,4,11.5,CalumetBeach201505201000
Montrose Beach,0.321,4,11.7,MontroseBeach201505201000
Calumet Beach,0.118,2,11.9,CalumetBeach201407131600
63rd Street Beach,0.177,4,11.7,63rdStreetBeach201407131600
Montrose Beach,0.156,4,12.2,MontroseBeach201407131600
Osterman Beach,0.133,3,12.1,OstermanBeach201407131600
Ohio Street Beach,0.168,2,11.8,OhioStreetBeach201407131600
Rainbow Beach,0.161,3,11.6,RainbowBeach201407131600
Calumet Beach,0.125,2,11.9,CalumetBeach201407131800
63rd Street Beach,0.165,3,11.7,63rdStreetBeach201407131800
Montrose Beach,0.145,7,12.2,MontroseBeach201407131800
Osterman Beach,0.133,7,12.1,OstermanBeach201407131800
Ohio Street Beach,0.167,3,11.8,OhioStreetBeach201407131800
Rainbow Beach,0.162,4,11.6,RainbowBeach201407131800
Calumet Beach,0.103,2,11.9,CalumetBeach201407131900
63rd Street Beach,0.138,4,11.7,63rdStreetBeach201407131900
Montrose Beach,0.161,7,12.2,MontroseBeach201407131900
Osterman Beach,0.122,7,12.1,OstermanBeach201407131900
Ohio Street Beach,0.173,3,11.8,OhioStreetBeach201407131900
Rainbow Beach,0.144,4,11.6,RainbowBeach201407131900
Calumet Beach,0.097,4,11.9,CalumetBeach201407132000
63rd Street Beach,0.125,3,11.7,63rdStreetBeach201407132000
Montrose Beach,0.109,5,12.2,MontroseBeach201407132000
Osterman Beach,0.111,4,12.1,OstermanBeach201407132000
Ohio Street Beach,0.138,2,11.8,OhioStreetBeach201407132000
Rainbow Beach,0.153,7,11.6,RainbowBeach201407132000
Calumet Beach,0.092,2,11.9,CalumetBeach201407132100
63rd Street Beach,0.142,6,11.7,63rdStreetBeach201407132100
Montrose Beach,0.108,3,12.2,MontroseBeach201407132100
Osterman Beach,0.101,3,12.1,OstermanBeach201407132100
Ohio Street Beach,0.125,2,11.8,OhioStreetBeach201407132100
Rainbow Beach,0.121,4,11.6,RainbowBeach201407132100
Osterman Beach,0.289,4,11.5,OstermanBeach201505201000
63rd Street Beach,0.28,4,11.5,63rdStreetBeach201505200900
Montrose Beach,0.097,3,12.2,MontroseBeach201407132200
Osterman Beach,0.101,4,12.1,OstermanBeach201407132200
Ohio Street Beach,0.138,2,11.8,OhioStreetBeach201407132200
Rainbow Beach,0.1,5,11.6,RainbowBeach201407132200
Calumet Beach,0.071,4,11.9,CalumetBeach201407132300
63rd Street Beach,0.103,4,11.7,63rdStreetBeach201407132300
Montrose Beach,0.115,4,12.2,MontroseBeach201407132300
Osterman Beach,0.096,4,12,OstermanBeach201407132300
Ohio Street Beach,0.086,9,11.7,OhioStreetBeach201407132300
Rainbow Beach,0.104,4,11.6,RainbowBeach201407132300
Calumet Beach,0.07,3,11.9,CalumetBeach201407142400
63rd Street Beach,0.089,4,11.7,63rdStreetBeach201407142400
Montrose Beach,0.109,7,12.2,MontroseBeach201407142400
Osterman Beach,0.106,7,12,OstermanBeach201407142400
Ohio Street Beach,0.082,8,11.7,OhioStreetBeach201407142400
Rainbow Beach,0.102,4,11.6,RainbowBeach201407142400
Calumet Beach,0.068,3,11.9,CalumetBeach201407140100
63rd Street Beach,0.094,7,11.7,63rdStreetBeach201407140100
Montrose Beach,0.13,6,12.2,MontroseBeach201407140100
Osterman Beach,0.111,6,12,OstermanBeach201407140100
Ohio Street Beach,0.089,6,11.7,OhioStreetBeach201407140100
Rainbow Beach,0.102,4,11.6,RainbowBeach201407140100
Calumet Beach,0.065,3,11.9,CalumetBeach201407140200
63rd Street Beach,0.116,6,11.7,63rdStreetBeach201407140200
Montrose Beach,0.126,5,12.2,MontroseBeach201407140200
Osterman Beach,0.104,5,12,OstermanBeach201407140200
Ohio Street Beach,0.1,5,11.7,OhioStreetBeach201407140200
Rainbow Beach,0.134,4,11.6,RainbowBeach201407140200
Calumet Beach,0.248,4,11.6,CalumetBeach201505201100
Montrose Beach,0.32,4,11.7,MontroseBeach201505201100
Osterman Beach,0.288,5,11.5,OstermanBeach201505201100
Calumet Beach,0.23,4,11.5,CalumetBeach201505201200
Montrose Beach,0.32,4,11.7,MontroseBeach201505201200
Osterman Beach,0.289,4,11.5,OstermanBeach201505201200
Calumet Beach,0.221,4,11.6,CalumetBeach201505201300
63rd Street Beach,0.304,4,11.5,63rdStreetBeach201505201300
Montrose Beach,0.347,4,11.7,MontroseBeach201505201300
Osterman Beach,0.298,4,11.5,OstermanBeach201505201300
Calumet Beach,0.211,3,11.3,CalumetBeach201505201400
63rd Street Beach,0.321,3,11.5,63rdStreetBeach201505201400
Montrose Beach,0.345,3,11.7,MontroseBeach201505201400
Osterman Beach,0.32,4,11.5,OstermanBeach201505201400
Calumet Beach,0.194,5,11.4,CalumetBeach201505201500
63rd Street Beach,0.315,4,11.5,63rdStreetBeach201505201500
Montrose Beach,0.353,3,11.7,MontroseBeach201505201500
Osterman Beach,0.31,3,11.5,OstermanBeach201505201500
Calumet Beach,0.212,3,11.6,CalumetBeach201505201600
63rd Street Beach,0.344,4,11.5,63rdStreetBeach201505201600
Montrose Beach,0.359,3,11.7,MontroseBeach201505201600
Osterman Beach,0.35,3,11.4,OstermanBeach201505201600
Calumet Beach,0.244,4,11.6,CalumetBeach201505201700
63rd Street Beach,0.386,4,11.5,63rdStreetBeach201505201700
Montrose Beach,0.396,3,11.7,MontroseBeach201505201700
Osterman Beach,0.347,3,11.4,OstermanBeach201505201700
Calumet Beach,0.221,4,11.6,CalumetBeach201505201800
63rd Street Beach,0.381,4,11.5,63rdStreetBeach201505201800
Montrose Beach,0.37,3,11.6,MontroseBeach201505201800
Calumet Beach,0.059,6,11.9,CalumetBeach201407140300
63rd Street Beach,0.134,4,11.7,63rdStreetBeach201407140300
Montrose Beach,0.107,3,12.2,MontroseBeach201407140300
Osterman Beach,0.095,4,12,OstermanBeach201407140300
Ohio Street Beach,0.103,4,11.7,OhioStreetBeach201407140300
Rainbow Beach,0.153,4,11.6,RainbowBeach201407140300
Osterman Beach,0.333,3,11.4,OstermanBeach201505201800
Calumet Beach,0.082,2,11.9,CalumetBeach201407140400
63rd Street Beach,0.162,3,11.7,63rdStreetBeach201407140400
Montrose Beach,0.108,4,12.2,MontroseBeach201407140400
Osterman Beach,0.097,10,12,OstermanBeach201407140400
Ohio Street Beach,0.09,2,11.7,OhioStreetBeach201407140400
Rainbow Beach,0.161,2,11.5,RainbowBeach201407140400
Calumet Beach,0.085,2,11.9,CalumetBeach201407140500
63rd Street Beach,0.132,4,11.7,63rdStreetBeach201407140500
Montrose Beach,0.108,3,12.2,MontroseBeach201407140500
Osterman Beach,0.095,9,12,OstermanBeach201407140500
Ohio Street Beach,0.084,4,11.7,OhioStreetBeach201407140500
Rainbow Beach,0.157,2,11.5,RainbowBeach201407140500
Calumet Beach,0.135,3,11.9,CalumetBeach201407141500
63rd Street Beach,0.205,2,11.6,63rdStreetBeach201407141500
Montrose Beach,0.179,2,12.1,MontroseBeach201407141500
Osterman Beach,0.162,2,12,OstermanBeach201407141500
Ohio Street Beach,0.138,2,11.7,OhioStreetBeach201407141500
Rainbow Beach,0.182,2,11.5,RainbowBeach201407141500
Calumet Beach,0.14,3,11.7,CalumetBeach201407161100
63rd Street Beach,0.342,5,11.5,63rdStreetBeach201407161100
Montrose Beach,0.326,5,12,MontroseBeach201407161100
Osterman Beach,0.288,4,11.8,OstermanBeach201407161100
Ohio Street Beach,0.221,3,11.5,OhioStreetBeach201407161100
Calumet Beach,0.081,2,11.9,CalumetBeach201407140700
63rd Street Beach,0.113,4,11.7,63rdStreetBeach201407140700
Montrose Beach,0.109,6,12.2,MontroseBeach201407140700
Osterman Beach,0.101,7,12,OstermanBeach201407140700
Ohio Street Beach,0.08,7,11.7,OhioStreetBeach201407140700
Rainbow Beach,0.116,3,11.5,RainbowBeach201407140700
Calumet Beach,0.24,5,11.6,CalumetBeach201505201900
63rd Street Beach,0.362,4,11.5,63rdStreetBeach201505201900
Montrose Beach,0.364,3,11.6,MontroseBeach201505201900
Osterman Beach,0.301,3,11.4,OstermanBeach201505201900
Calumet Beach,0.229,5,11.6,CalumetBeach201505202000
63rd Street Beach,0.326,4,11.5,63rdStreetBeach201505202000
Montrose Beach,0.325,3,11.6,MontroseBeach201505202000
Osterman Beach,0.273,3,11.4,OstermanBeach201505202000
Calumet Beach,0.22,4,11.6,CalumetBeach201505202100
Montrose Beach,0.279,5,11.7,MontroseBeach201505202100
Osterman Beach,0.231,4,11.4,OstermanBeach201505202100
Calumet Beach,0.207,4,11.4,CalumetBeach201505202200
Montrose Beach,0.259,5,11.6,MontroseBeach201505202200
Osterman Beach,0.22,5,11.4,OstermanBeach201505202200
63rd Street Beach,0.292,5,11.5,63rdStreetBeach201505202100
Calumet Beach,0.195,4,11.3,CalumetBeach201505202300
63rd Street Beach,0.229,3,11.5,63rdStreetBeach201505202300
Montrose Beach,0.221,5,11.6,MontroseBeach201505202300
Osterman Beach,0.196,5,11.4,OstermanBeach201505202300
Calumet Beach,0.185,5,11.5,CalumetBeach201505212400
63rd Street Beach,0.22,5,11.5,63rdStreetBeach201505212400
Montrose Beach,0.219,5,11.6,MontroseBeach201505212400
Osterman Beach,0.191,5,11.4,OstermanBeach201505212400
Calumet Beach,0.17,4,11.5,CalumetBeach201505210100
63rd Street Beach,0.189,4,11.5,63rdStreetBeach201505210100
Calumet Beach,0.073,2,11.9,CalumetBeach201407140800
63rd Street Beach,0.106,7,11.7,63rdStreetBeach201407140800
Montrose Beach,0.202,5,11.6,MontroseBeach201505210100
Montrose Beach,0.096,6,12.2,MontroseBeach201407140800
Osterman Beach,0.091,6,12,OstermanBeach201407140800
Ohio Street Beach,0.099,6,11.7,OhioStreetBeach201407140800
Rainbow Beach,0.1,7,11.5,RainbowBeach201407140800
Calumet Beach,0.071,2,11.9,CalumetBeach201407140900
63rd Street Beach,0.099,6,11.7,63rdStreetBeach201407140900
Montrose Beach,0.094,5,12.2,MontroseBeach201407140900
Osterman Beach,0.091,3,12,OstermanBeach201407140900
Ohio Street Beach,0.084,3,11.7,OhioStreetBeach201407140900
Rainbow Beach,0.099,6,11.5,RainbowBeach201407140900
Calumet Beach,0.067,3,11.9,CalumetBeach201407141000
63rd Street Beach,0.096,4,11.7,63rdStreetBeach201407141000
Montrose Beach,0.095,3,12.2,MontroseBeach201407141000
Osterman Beach,0.081,4,12,OstermanBeach201407141000
Ohio Street Beach,0.097,3,11.7,OhioStreetBeach201407141000
Rainbow Beach,0.102,6,11.5,RainbowBeach201407141000
Calumet Beach,0.064,3,11.9,CalumetBeach201407141100
63rd Street Beach,0.189,4,11.7,63rdStreetBeach201407141100
Montrose Beach,0.113,3,12.2,MontroseBeach201407141100
Osterman Beach,0.088,3,12,OstermanBeach201407141100
Ohio Street Beach,0.097,3,11.7,OhioStreetBeach201407141100
Rainbow Beach,0.144,4,11.5,RainbowBeach201407141100
Calumet Beach,0.087,8,11.9,CalumetBeach201407141200
63rd Street Beach,0.196,2,11.7,63rdStreetBeach201407141200
Montrose Beach,0.079,4,12.1,MontroseBeach201407141200
Osterman Beach,0.085,4,12,OstermanBeach201407141200
Ohio Street Beach,0.09,4,11.7,OhioStreetBeach201407141200
Rainbow Beach,0.206,2,11.5,RainbowBeach201407141200
Calumet Beach,0.1,2,11.9,CalumetBeach201407141300
63rd Street Beach,0.215,2,11.6,63rdStreetBeach201407141300
Montrose Beach,0.115,4,12.1,MontroseBeach201407141300
Osterman Beach,0.123,3,12,OstermanBeach201407141300
Ohio Street Beach,0.102,3,11.7,OhioStreetBeach201407141300
Rainbow Beach,0.213,3,11.5,RainbowBeach201407141300
Calumet Beach,0.129,2,11.9,CalumetBeach201407141400
63rd Street Beach,0.207,3,11.7,63rdStreetBeach201407141400
Montrose Beach,0.133,2,12.1,MontroseBeach201407141400
Osterman Beach,0.111,2,12,OstermanBeach201407141400
Ohio Street Beach,0.108,4,11.7,OhioStreetBeach201407141400
Rainbow Beach,0.199,3,11.5,RainbowBeach201407141400
Calumet Beach,0.149,3,11.9,CalumetBeach201407141600
63rd Street Beach,0.201,3,11.6,63rdStreetBeach201407141600
Montrose Beach,0.161,2,12.1,MontroseBeach201407141600
Calumet Beach,0.143,3,11.8,CalumetBeach201407141800
Osterman Beach,0.16,2,12,OstermanBeach201407141600
Ohio Street Beach,0.124,2,11.7,OhioStreetBeach201407141600
Rainbow Beach,0.177,2,11.5,RainbowBeach201407141600
Osterman Beach,0.188,5,11.4,OstermanBeach201505210100
Ohio Street Beach,0.143,2,11.7,OhioStreetBeach201407141700
Rainbow Beach,0.164,3,11.5,RainbowBeach201407141700
Calumet Beach,0.16,3,11.6,CalumetBeach201505210200
63rd Street Beach,0.189,5,11.5,63rdStreetBeach201505210200
Montrose Beach,0.197,4,11.6,MontroseBeach201505210200
Osterman Beach,0.179,4,11.4,OstermanBeach201505210200
Calumet Beach,0.146,3,11.6,CalumetBeach201505210300
63rd Street Beach,0.185,5,11.5,63rdStreetBeach201505210300
Montrose Beach,0.18,4,11.6,MontroseBeach201505210300
Osterman Beach,0.163,5,11.4,OstermanBeach201505210300
Calumet Beach,0.135,4,11.6,CalumetBeach201505210400
63rd Street Beach,0.172,4,11.5,63rdStreetBeach201505210400
Montrose Beach,0.168,4,11.6,MontroseBeach201505210400
Osterman Beach,0.158,4,11.4,OstermanBeach201505210400
Calumet Beach,0.121,4,11.6,CalumetBeach201505210500
63rd Street Beach,0.168,4,11.5,63rdStreetBeach201505210500
Montrose Beach,0.173,3,11.6,MontroseBeach201505210500
Osterman Beach,0.16,3,11.4,OstermanBeach201505210500
Calumet Beach,0.11,4,11.6,CalumetBeach201505210600
63rd Street Beach,0.156,4,11.5,63rdStreetBeach201505210600
Montrose Beach,0.173,3,11.6,MontroseBeach201505210600
Osterman Beach,0.159,3,11.4,OstermanBeach201505210600
Calumet Beach,0.111,4,11.6,CalumetBeach201505210700
63rd Street Beach,0.153,3,11.5,63rdStreetBeach201505210700
Montrose Beach,0.173,4,11.6,MontroseBeach201505210700
Osterman Beach,0.165,3,11.4,OstermanBeach201505210700
Calumet Beach,0.116,3,11.6,CalumetBeach201505210800
63rd Street Beach,0.153,3,11.5,63rdStreetBeach201505210800
Montrose Beach,0.153,3,11.6,MontroseBeach201505210800
Osterman Beach,0.149,4,11.4,OstermanBeach201505210800
Calumet Beach,0.116,3,11.6,CalumetBeach201505210900
63rd Street Beach,0.153,3,11.4,63rdStreetBeach201505210900
Montrose Beach,0.161,3,11.6,MontroseBeach201505210900
Osterman Beach,0.141,3,11.4,OstermanBeach201505210900
Calumet Beach,0.127,3,11.6,CalumetBeach201505211000
63rd Street Beach,0.191,3,11.6,63rdStreetBeach201407141800
Montrose Beach,0.162,3,12.1,MontroseBeach201407141800
Osterman Beach,0.156,3,12,OstermanBeach201407141800
Ohio Street Beach,0.131,2,11.7,OhioStreetBeach201407141800
Rainbow Beach,0.165,3,11.5,RainbowBeach201407141800
Calumet Beach,0.139,3,11.8,CalumetBeach201407141900
63rd Street Beach,0.165,3,11.6,63rdStreetBeach201407141900
Montrose Beach,0.158,6,12.1,MontroseBeach201407141900
Osterman Beach,0.153,3,12,OstermanBeach201407141900
Ohio Street Beach,0.13,3,11.7,OhioStreetBeach201407141900
Rainbow Beach,0.15,3,11.5,RainbowBeach201407141900
Calumet Beach,0.122,3,11.8,CalumetBeach201407142000
63rd Street Beach,0.181,3,11.6,63rdStreetBeach201407142000
Montrose Beach,0.158,3,12.1,MontroseBeach201407142000
Osterman Beach,0.145,3,11.9,OstermanBeach201407142000
Ohio Street Beach,0.125,3,11.7,OhioStreetBeach201407142000
Rainbow Beach,0.165,3,11.5,RainbowBeach201407142000
Calumet Beach,0.102,3,11.8,CalumetBeach201407142100
63rd Street Beach,0.157,3,11.6,63rdStreetBeach201407142100
Montrose Beach,0.142,3,12.1,MontroseBeach201407142100
Osterman Beach,0.131,3,11.9,OstermanBeach201407142100
Ohio Street Beach,0.115,3,11.7,OhioStreetBeach201407142100
Rainbow Beach,0.188,2,11.5,RainbowBeach201407142100
Calumet Beach,0.095,3,11.8,CalumetBeach201407142200
63rd Street Beach,0.146,3,11.6,63rdStreetBeach201407142200
Montrose Beach,0.178,2,12.1,MontroseBeach201407142200
Osterman Beach,0.142,3,11.9,OstermanBeach201407142200
Ohio Street Beach,0.106,3,11.7,OhioStreetBeach201407142200
Rainbow Beach,0.185,2,11.5,RainbowBeach201407142200
Calumet Beach,0.107,3,11.8,CalumetBeach201407142300
63rd Street Beach,0.245,2,11.6,63rdStreetBeach201407142300
Montrose Beach,0.201,2,12.1,MontroseBeach201407142300
Osterman Beach,0.169,3,11.9,OstermanBeach201407142300
Ohio Street Beach,0.152,2,11.7,OhioStreetBeach201407142300
Rainbow Beach,0.282,3,11.5,RainbowBeach201407142300
Calumet Beach,0.13,3,11.8,CalumetBeach201407152400
63rd Street Beach,0.247,3,11.6,63rdStreetBeach201407152400
Montrose Beach,0.226,3,12.1,MontroseBeach201407152400
Osterman Beach,0.196,3,11.9,OstermanBeach201407152400
Ohio Street Beach,0.169,3,11.6,OhioStreetBeach201407152400
Rainbow Beach,0.301,3,11.5,RainbowBeach201407152400
Calumet Beach,0.132,4,11.8,CalumetBeach201407150100
63rd Street Beach,0.282,3,11.6,63rdStreetBeach201407150100
Montrose Beach,0.246,3,12.1,MontroseBeach201407150100
Osterman Beach,0.225,4,11.9,OstermanBeach201407150100
Ohio Street Beach,0.175,4,11.7,OhioStreetBeach201407150100
Rainbow Beach,0.296,3,11.5,RainbowBeach201407150100
Calumet Beach,0.127,3,11.8,CalumetBeach201407150200
63rd Street Beach,0.317,4,11.6,63rdStreetBeach201407150200
Montrose Beach,0.281,4,12.1,MontroseBeach201407150200
Osterman Beach,0.254,4,11.9,OstermanBeach201407150200
Ohio Street Beach,0.198,4,11.6,OhioStreetBeach201407150200
Rainbow Beach,0.302,4,11.5,RainbowBeach201407150200
Calumet Beach,0.134,4,11.8,CalumetBeach201407150300
63rd Street Beach,0.299,4,11.6,63rdStreetBeach201407150300
Montrose Beach,0.29,5,12.1,MontroseBeach201407150300
Osterman Beach,0.248,4,11.9,OstermanBeach201407150300
Ohio Street Beach,0.213,4,11.6,OhioStreetBeach201407150300
Montrose Beach,0.138,3,11.6,MontroseBeach201505211200
Rainbow Beach,0.301,4,11.5,RainbowBeach201407150300
Calumet Beach,0.134,4,11.8,CalumetBeach201407150400
63rd Street Beach,0.303,4,11.6,63rdStreetBeach201407150400
Montrose Beach,0.263,4,12.1,MontroseBeach201407150400
Osterman Beach,0.246,4,11.9,OstermanBeach201407150400
Ohio Street Beach,0.21,4,11.6,OhioStreetBeach201407150400
Calumet Beach,0.138,4,11.8,CalumetBeach201407150500
63rd Street Beach,0.292,5,11.6,63rdStreetBeach201407150500
Montrose Beach,0.258,4,12.1,MontroseBeach201407150500
Osterman Beach,0.225,4,11.9,OstermanBeach201407150500
Ohio Street Beach,0.217,4,11.6,OhioStreetBeach201407150500
Rainbow Beach,0.319,4,11.5,RainbowBeach201407150400
63rd Street Beach,0.142,2,11.5,63rdStreetBeach201505211000
Montrose Beach,0.144,3,11.6,MontroseBeach201505211000
Osterman Beach,0.13,3,11.4,OstermanBeach201505211000
Calumet Beach,0.133,5,11.8,CalumetBeach201407150600
63rd Street Beach,0.3,4,11.6,63rdStreetBeach201407150600
Montrose Beach,0.271,4,12.1,MontroseBeach201407150600
Osterman Beach,0.235,5,11.9,OstermanBeach201407150600
Ohio Street Beach,0.198,4,11.6,OhioStreetBeach201407150600
Rainbow Beach,0.293,4,11.5,RainbowBeach201407150600
Calumet Beach,0.126,3,11.6,CalumetBeach201505211100
63rd Street Beach,0.122,3,11.5,63rdStreetBeach201505211100
Montrose Beach,0.126,3,11.6,MontroseBeach201505211100
Osterman Beach,0.12,4,11.4,OstermanBeach201505211100
Calumet Beach,0.139,3,11.6,CalumetBeach201505211200
Osterman Beach,0.132,3,11.4,OstermanBeach201505211200
Calumet Beach,0.121,3,11.6,CalumetBeach201505211300
Montrose Beach,0.113,3,11.6,MontroseBeach201505211300
Osterman Beach,0.107,4,11.4,OstermanBeach201505211300
Calumet Beach,0.132,3,11.6,CalumetBeach201505211400
Montrose Beach,0.118,8,11.6,MontroseBeach201505211400
Osterman Beach,0.106,3,11.4,OstermanBeach201505211400
63rd Street Beach,0.141,3,11.5,63rdStreetBeach201505211200
Calumet Beach,0.11,3,11.6,CalumetBeach201505211500
Montrose Beach,0.129,3,11.6,MontroseBeach201505211500
Osterman Beach,0.105,4,11.4,OstermanBeach201505211500
Calumet Beach,0.121,3,11.6,CalumetBeach201505211600
Montrose Beach,0.152,3,11.6,MontroseBeach201505211600
Osterman Beach,0.124,4,11.4,OstermanBeach201505211600
63rd Street Beach,0.11,3,11.5,63rdStreetBeach201505211500
Calumet Beach,0.1,3,11.6,CalumetBeach201505211700
63rd Street Beach,0.103,3,11.5,63rdStreetBeach201505211700
Montrose Beach,0.141,3,11.6,MontroseBeach201505211700
Calumet Beach,0.157,3,11.5,CalumetBeach201505221100
63rd Street Beach,0.211,3,11.3,63rdStreetBeach201505221100
Calumet Beach,0.125,4,11.8,CalumetBeach201407150700
63rd Street Beach,0.291,4,11.6,63rdStreetBeach201407150700
Montrose Beach,0.269,4,12.1,MontroseBeach201407150700
Osterman Beach,0.237,4,11.9,OstermanBeach201407150700
Ohio Street Beach,0.198,4,11.6,OhioStreetBeach201407150700
Rainbow Beach,0.284,5,11.5,RainbowBeach201407150700
Osterman Beach,0.145,3,11.4,OstermanBeach201505211700
Calumet Beach,0.095,3,11.6,CalumetBeach201505211900
63rd Street Beach,0.104,4,11.5,63rdStreetBeach201505211900
Montrose Beach,0.095,6,11.6,MontroseBeach201505211900
Osterman Beach,0.104,6,11.4,OstermanBeach201505211900
Calumet Beach,0.081,3,11.6,CalumetBeach201505212000
63rd Street Beach,0.092,6,11.5,63rdStreetBeach201505212000
Montrose Beach,0.106,3,11.6,MontroseBeach201505212000
Osterman Beach,0.1,5,11.4,OstermanBeach201505212000
Ohio Street Beach,0.236,4,11.6,OhioStreetBeach201407150900
Rainbow Beach,0.296,5,11.5,RainbowBeach201407150900
Calumet Beach,0.126,5,11.8,CalumetBeach201407151000
