Beach Name,Water Temperature,Turbidity,Transducer Depth,Measurement ID
Rainbow Beach,19.4,0.61,1.497,RainbowBeach201407132100
Osterman Beach,11.6,3.52,1.401,OstermanBeach201505201000
63rd Street Beach,10.6,1.89,1.768,63rdStreetBeach201505200900
Montrose Beach,15.1,0.35,1.594,MontroseBeach201407132200
Osterman Beach,15.4,2.11,1.29,OstermanBeach201407132200
Ohio Street Beach,16.9,0.82,1.671,OhioStreetBeach201407132200
Rainbow Beach,19,0.61,1.47,RainbowBeach201407132200
Calumet Beach,18.4,1.51,1.401,CalumetBeach201407132300
63rd Street Beach,16,0.72,1.768,63rdStreetBeach201407132300
Montrose Beach,15.1,0.28,1.627,MontroseBeach201407132300
Osterman Beach,15.1,0.85,1.287,OstermanBeach201407132300
Ohio Street Beach,17.2,0.69,1.679,OhioStreetBeach201407132300
Rainbow Beach,18.2,0.54,1.542,RainbowBeach201407132300
Calumet Beach,18.2,1.45,1.34,CalumetBeach201407142400
63rd Street Beach,15.8,0.64,1.71,63rdStreetBeach201407142400
Montrose Beach,14.9,0.31,1.617,MontroseBeach201407142400
Osterman Beach,14.6,0.8,1.305,OstermanBeach201407142400
Ohio Street Beach,16.9,0.65,1.681,OhioStreetBeach201407142400
Rainbow Beach,16.9,0.61,1.5,RainbowBeach201407142400
Calumet Beach,17.7,1.42,1.469,CalumetBeach201407140100
63rd Street Beach,15.8,0.48,1.792,63rdStreetBeach201407140100
Montrose Beach,14.6,0.31,1.666,MontroseBeach201407140100
Osterman Beach,14.3,0.66,1.339,OstermanBeach201407140100
Ohio Street Beach,16.9,0.65,1.749,OhioStreetBeach201407140100
Rainbow Beach,16.3,0.62,1.606,RainbowBeach201407140100
Calumet Beach,17.2,1.31,1.435,CalumetBeach201407140200
63rd Street Beach,15.8,0.42,1.786,63rdStreetBeach201407140200
Montrose Beach,14.5,0.41,1.643,MontroseBeach201407140200
Osterman Beach,14.2,0.79,1.316,OstermanBeach201407140200
Ohio Street Beach,16.7,0.56,1.718,OhioStreetBeach201407140200
Rainbow Beach,17.1,0.54,1.58,RainbowBeach201407140200
Calumet Beach,12.2,2.85,1.752,CalumetBeach201505201100
Montrose Beach,11.9,1.79,1.606,MontroseBeach201505201100
Osterman Beach,11.3,4.17,1.285,OstermanBeach201505201100
Calumet Beach,12.3,2.98,1.684,CalumetBeach201505201200
Montrose Beach,11.4,1.97,1.536,MontroseBeach201505201200
Osterman Beach,11.4,3.45,1.396,OstermanBeach201505201200
Calumet Beach,12.3,2.67,1.752,CalumetBeach201505201300
63rd Street Beach,10.9,2.11,1.606,63rdStreetBeach201505201300
Montrose Beach,11.4,1.97,1.285,MontroseBeach201505201300
Osterman Beach,11.6,3.51,1.684,OstermanBeach201505201300
Calumet Beach,12.3,2.67,1.536,CalumetBeach201505201400
63rd Street Beach,11,3.52,1.396,63rdStreetBeach201505201400
Montrose Beach,11.6,2.3,1.752,MontroseBeach201505201400
Osterman Beach,11.6,3.17,1.606,OstermanBeach201505201400
Calumet Beach,12.2,2.48,1.285,CalumetBeach201505201500
63rd Street Beach,10.7,2.52,1.684,63rdStreetBeach201505201500
Montrose Beach,11.7,2.61,1.536,MontroseBeach201505201500
Osterman Beach,11.4,3.22,1.396,OstermanBeach201505201500
Calumet Beach,12.2,2.65,1.752,CalumetBeach201505201600
63rd Street Beach,10.7,2.53,1.606,63rdStreetBeach201505201600
Montrose Beach,11.7,2.74,1.285,MontroseBeach201505201600
Osterman Beach,11.3,3.97,1.684,OstermanBeach201505201600
Calumet Beach,12.1,2.32,1.536,CalumetBeach201505201700
63rd Street Beach,10.8,2.92,1.396,63rdStreetBeach201505201700
Montrose Beach,11.6,3.39,1.752,MontroseBeach201505201700
Osterman Beach,11.1,4.45,1.606,OstermanBeach201505201700
Calumet Beach,12,2.81,1.285,CalumetBeach201505201800
63rd Street Beach,10.8,2.98,1.684,63rdStreetBeach201505201800
Montrose Beach,11.7,3.03,1.536,MontroseBeach201505201800
Calumet Beach,16.7,1.45,1.396,CalumetBeach201407140300
63rd Street Beach,15.9,0.4,1.752,63rdStreetBeach201407140300
Montrose Beach,14.4,0.31,1.606,MontroseBeach201407140300
Osterman Beach,14.1,0.8,1.285,OstermanBeach201407140300
Ohio Street Beach,16.6,0.56,1.684,OhioStreetBeach201407140300
Rainbow Beach,17.4,0.52,1.536,RainbowBeach201407140300
Osterman Beach,11,5.19,1.575,OstermanBeach201505201800
Calumet Beach,16.5,1.6,1.407,CalumetBeach201407140400
63rd Street Beach,15.9,0.4,1.802,63rdStreetBeach201407140400
Montrose Beach,14.5,0.39,1.674,MontroseBeach201407140400
Osterman Beach,14.1,0.7,1.352,OstermanBeach201407140400
Ohio Street Beach,16.5,0.58,1.732,OhioStreetBeach201407140400
Rainbow Beach,17.3,0.55,1.575,RainbowBeach201407140400
Calumet Beach,16.3,1.6,1.441,CalumetBeach201407140500
63rd Street Beach,15.8,0.53,1.742,63rdStreetBeach201407140500
Montrose Beach,14.5,0.34,1.638,MontroseBeach201407140500
Osterman Beach,14.2,0.48,1.315,OstermanBeach201407140500
Ohio Street Beach,16.5,0.56,1.692,OhioStreetBeach201407140500
Rainbow Beach,16.7,0.51,1.547,RainbowBeach201407140500
Calumet Beach,18.2,1.18,1.42,CalumetBeach201407141500
63rd Street Beach,19.2,0.22,1.749,63rdStreetBeach201407141500
Montrose Beach,17.2,0.01,1.633,MontroseBeach201407141500
Osterman Beach,17.4,0.13,1.322,OstermanBeach201407141500
Ohio Street Beach,18.5,1.66,1.691,OhioStreetBeach201407141500
Rainbow Beach,19.4,1.13,1.532,RainbowBeach201407141500
Calumet Beach,17.9,1.29,1.441,CalumetBeach201407161100
63rd Street Beach,18.6,0.7,1.789,63rdStreetBeach201407161100
Montrose Beach,17.7,1.04,1.659,MontroseBeach201407161100
Osterman Beach,17.2,2.47,1.343,OstermanBeach201407161100
Ohio Street Beach,17.6,1.13,1.722,OhioStreetBeach201407161100
Calumet Beach,17.2,1.35,1.424,CalumetBeach201407140700
63rd Street Beach,15.8,0.39,1.735,63rdStreetBeach201407140700
Montrose Beach,14.5,0.18,1.638,MontroseBeach201407140700
Osterman Beach,14.3,0.39,1.318,OstermanBeach201407140700
Ohio Street Beach,16.1,0.79,1.686,OhioStreetBeach201407140700
Rainbow Beach,16.3,0.52,1.515,RainbowBeach201407140700
Calumet Beach,11.9,2.95,1.665,CalumetBeach201505201900
63rd Street Beach,10.6,3.12,1.403,63rdStreetBeach201505201900
Montrose Beach,11.4,3.85,1.72,MontroseBeach201505201900
Osterman Beach,10.9,5.36,1.715,OstermanBeach201505201900
Calumet Beach,11.8,2.31,1.602,CalumetBeach201505202000
63rd Street Beach,10.7,2.4,1.28,63rdStreetBeach201505202000
Montrose Beach,11.4,3.48,1.665,MontroseBeach201505202000
Osterman Beach,10.8,5.03,1.403,OstermanBeach201505202000
Calumet Beach,11.7,2.4,1.72,CalumetBeach201505202100
Montrose Beach,11.5,2.29,1.715,MontroseBeach201505202100
Osterman Beach,10.7,4.08,1.602,OstermanBeach201505202100
Calumet Beach,11.7,2.2,1.28,CalumetBeach201505202200
Montrose Beach,11.3,2.02,1.665,MontroseBeach201505202200
Osterman Beach,10.6,3.97,1.403,OstermanBeach201505202200
63rd Street Beach,10.7,2.95,1.72,63rdStreetBeach201505202100
Calumet Beach,11.6,2.25,1.715,CalumetBeach201505202300
63rd Street Beach,10.7,2.08,1.602,63rdStreetBeach201505202300
Montrose Beach,11.2,2.69,1.28,MontroseBeach201505202300
Osterman Beach,10.6,3.98,1.665,OstermanBeach201505202300
Calumet Beach,11.6,2.26,1.403,CalumetBeach201505212400
63rd Street Beach,10.8,1.93,1.72,63rdStreetBeach201505212400
Montrose Beach,11.1,2.35,1.715,MontroseBeach201505212400
Osterman Beach,10.5,4.1,1.602,OstermanBeach201505212400
Calumet Beach,11.6,2.25,1.28,CalumetBeach201505210100
63rd Street Beach,10.7,2.05,1.665,63rdStreetBeach201505210100
Calumet Beach,17.3,1.28,1.403,CalumetBeach201407140800
63rd Street Beach,15.9,0.43,1.72,63rdStreetBeach201407140800
Montrose Beach,11.2,2.13,1.715,MontroseBeach201505210100
Montrose Beach,14.3,0.21,1.602,MontroseBeach201407140800
Osterman Beach,14.3,0.46,1.28,OstermanBeach201407140800
Ohio Street Beach,15.9,1.04,1.665,OhioStreetBeach201407140800
Rainbow Beach,17.3,0.39,1.518,RainbowBeach201407140800
Calumet Beach,17.5,1.3,1.346,CalumetBeach201407140900
63rd Street Beach,16,0.59,1.715,63rdStreetBeach201407140900
Montrose Beach,14.6,0.11,1.653,MontroseBeach201407140900
Osterman Beach,14.5,0.28,1.321,OstermanBeach201407140900
Ohio Street Beach,16.3,1.02,1.681,OhioStreetBeach201407140900
Rainbow Beach,17.7,0.37,1.505,RainbowBeach201407140900
Calumet Beach,17.7,2.22,1.332,CalumetBeach201407141000
63rd Street Beach,16,0.39,1.668,63rdStreetBeach201407141000
Montrose Beach,15.1,0.17,1.556,MontroseBeach201407141000
Osterman Beach,15,0.14,1.237,OstermanBeach201407141000
Ohio Street Beach,16.8,1.06,1.627,OhioStreetBeach201407141000
Rainbow Beach,17.8,0.41,1.469,RainbowBeach201407141000
Calumet Beach,17.7,1.24,1.444,CalumetBeach201407141100
63rd Street Beach,16.5,0.4,1.784,63rdStreetBeach201407141100
Montrose Beach,14.8,0.18,1.653,MontroseBeach201407141100
Osterman Beach,14.9,0.2,1.336,OstermanBeach201407141100
Ohio Street Beach,16.5,1.12,1.698,OhioStreetBeach201407141100
Rainbow Beach,17.8,0.48,1.561,RainbowBeach201407141100
Calumet Beach,17.6,1.46,1.466,CalumetBeach201407141200
63rd Street Beach,16.3,0.5,1.782,63rdStreetBeach201407141200
Montrose Beach,15.2,0.1,1.65,MontroseBeach201407141200
Osterman Beach,15.1,0.26,1.329,OstermanBeach201407141200
Ohio Street Beach,17.2,0.78,1.728,OhioStreetBeach201407141200
Rainbow Beach,17.9,0.52,1.594,RainbowBeach201407141200
Calumet Beach,17.8,1.22,1.415,CalumetBeach201407141300
63rd Street Beach,17.8,0.53,1.686,63rdStreetBeach201407141300
Montrose Beach,15.3,0.09,1.615,MontroseBeach201407141300
Osterman Beach,15.5,0.18,1.295,OstermanBeach201407141300
Ohio Street Beach,17.2,0.79,1.598,OhioStreetBeach201407141300
Rainbow Beach,18.3,0.53,1.482,RainbowBeach201407141300
Calumet Beach,18,1.25,1.51,CalumetBeach201407141400
63rd Street Beach,18.8,0.24,1.772,63rdStreetBeach201407141400
Montrose Beach,16.3,0,1.644,MontroseBeach201407141400
Osterman Beach,16.2,0.13,1.32,OstermanBeach201407141400
Ohio Street Beach,17.7,0.81,1.715,OhioStreetBeach201407141400
Rainbow Beach,18.9,0.63,1.589,RainbowBeach201407141400
Calumet Beach,18.9,1.17,1.455,CalumetBeach201407141600
63rd Street Beach,19.4,0.24,1.784,63rdStreetBeach201407141600
Montrose Beach,17.3,0.03,1.64,MontroseBeach201407141600
Calumet Beach,20.1,1.57,1.409,CalumetBeach201407141800
Osterman Beach,17.1,0.25,1.318,OstermanBeach201407141600
Ohio Street Beach,18.6,0.9,1.688,OhioStreetBeach201407141600
Rainbow Beach,19.5,0.67,1.577,RainbowBeach201407141600
Osterman Beach,10.5,3.61,1.758,OstermanBeach201505210100
Ohio Street Beach,17.5,1.05,1.752,OhioStreetBeach201407141700
Rainbow Beach,19.3,0.5,1.516,RainbowBeach201407141700
Calumet Beach,11.6,2.18,1.665,CalumetBeach201505210200
63rd Street Beach,10.7,1.92,1.544,63rdStreetBeach201505210200
Montrose Beach,11.1,1.83,1.442,MontroseBeach201505210200
Osterman Beach,10.5,3.33,1.758,OstermanBeach201505210200
Calumet Beach,11.5,2.11,1.608,CalumetBeach201505210300
63rd Street Beach,10.7,1.93,1.293,63rdStreetBeach201505210300
Montrose Beach,11,1.57,1.665,MontroseBeach201505210300
Osterman Beach,10.4,3.31,1.544,OstermanBeach201505210300
Calumet Beach,11.5,2.39,1.442,CalumetBeach201505210400
63rd Street Beach,10.7,1.77,1.758,63rdStreetBeach201505210400
Montrose Beach,10.8,1.16,1.608,MontroseBeach201505210400
Osterman Beach,10.4,3.3,1.293,OstermanBeach201505210400
Calumet Beach,11.5,2.24,1.665,CalumetBeach201505210500
63rd Street Beach,10.7,1.82,1.544,63rdStreetBeach201505210500
Montrose Beach,10.8,1.23,1.442,MontroseBeach201505210500
Osterman Beach,10.3,3.46,1.758,OstermanBeach201505210500
Calumet Beach,11.5,1.89,1.608,CalumetBeach201505210600
63rd Street Beach,10.6,1.94,1.293,63rdStreetBeach201505210600
Montrose Beach,10.8,1.13,1.665,MontroseBeach201505210600
Osterman Beach,10.3,3.43,1.544,OstermanBeach201505210600
Calumet Beach,11.4,2.11,1.442,CalumetBeach201505210700
63rd Street Beach,10.4,2.27,1.758,63rdStreetBeach201505210700
Montrose Beach,10.8,0.9,1.608,MontroseBeach201505210700
Osterman Beach,10.3,3.38,1.293,OstermanBeach201505210700
Calumet Beach,11.4,2.25,1.665,CalumetBeach201505210800
63rd Street Beach,10.5,1.98,1.544,63rdStreetBeach201505210800
Montrose Beach,10.8,0.72,1.442,MontroseBeach201505210800
Osterman Beach,10.3,3.34,1.758,OstermanBeach201505210800
Calumet Beach,11.4,2.17,1.608,CalumetBeach201505210900
63rd Street Beach,10.6,1.55,1.293,63rdStreetBeach201505210900
Montrose Beach,10.8,0.67,1.665,MontroseBeach201505210900
Osterman Beach,10.4,2.6,1.544,OstermanBeach201505210900
Calumet Beach,11.5,2,1.442,CalumetBeach201505211000
63rd Street Beach,19.7,0.37,1.758,63rdStreetBeach201407141800
Montrose Beach,16.2,0.22,1.608,MontroseBeach201407141800
Osterman Beach,16.3,0.37,1.293,OstermanBeach201407141800
Ohio Street Beach,17,1.47,1.665,OhioStreetBeach201407141800
Rainbow Beach,19.2,0.52,1.544,RainbowBeach201407141800
Calumet Beach,20.2,1.5,1.442,CalumetBeach201407141900
63rd Street Beach,19.6,0.31,1.742,63rdStreetBeach201407141900
Montrose Beach,16,0.4,1.611,MontroseBeach201407141900
Osterman Beach,16,0.33,1.293,OstermanBeach201407141900
Ohio Street Beach,16.7,1.39,1.646,OhioStreetBeach201407141900
Rainbow Beach,19,0.53,1.548,RainbowBeach201407141900
Calumet Beach,19.4,1.41,1.42,CalumetBeach201407142000
63rd Street Beach,19.6,0.31,1.727,63rdStreetBeach201407142000
Montrose Beach,15.4,0.51,1.657,MontroseBeach201407142000
Osterman Beach,15.9,0.85,1.33,OstermanBeach201407142000
Ohio Street Beach,16.5,1.71,1.704,OhioStreetBeach201407142000
Rainbow Beach,18.9,0.6,1.527,RainbowBeach201407142000
Calumet Beach,18.7,1.16,1.421,CalumetBeach201407142100
63rd Street Beach,19.5,0.27,1.705,63rdStreetBeach201407142100
Montrose Beach,15.6,0.48,1.597,MontroseBeach201407142100
Osterman Beach,15.9,0.75,1.26,OstermanBeach201407142100
Ohio Street Beach,16.3,1.78,1.676,OhioStreetBeach201407142100
Rainbow Beach,19.1,0.67,1.506,RainbowBeach201407142100
Calumet Beach,18.6,1.26,1.402,CalumetBeach201407142200
63rd Street Beach,19.4,0.29,1.712,63rdStreetBeach201407142200
Montrose Beach,15.7,0.34,1.634,MontroseBeach201407142200
Osterman Beach,15.2,1.36,1.33,OstermanBeach201407142200
Ohio Street Beach,16.2,1.64,1.673,OhioStreetBeach201407142200
Rainbow Beach,18.6,0.48,1.527,RainbowBeach201407142200
Calumet Beach,18.5,1.12,1.455,CalumetBeach201407142300
63rd Street Beach,19.1,0.25,1.745,63rdStreetBeach201407142300
Montrose Beach,15.8,0.18,1.609,MontroseBeach201407142300
Osterman Beach,15.4,0.42,1.284,OstermanBeach201407142300
Ohio Street Beach,16.1,1.64,1.695,OhioStreetBeach201407142300
Rainbow Beach,18.5,0.53,1.533,RainbowBeach201407142300
Calumet Beach,18.4,1.11,1.427,CalumetBeach201407152400
63rd Street Beach,18.9,0.27,1.78,63rdStreetBeach201407152400
Montrose Beach,15.7,0.19,1.649,MontroseBeach201407152400
Osterman Beach,15.3,0.37,1.338,OstermanBeach201407152400
Ohio Street Beach,16,1.7,1.724,OhioStreetBeach201407152400
Rainbow Beach,18.4,0.63,1.588,RainbowBeach201407152400
Calumet Beach,18.3,0.98,1.435,CalumetBeach201407150100
63rd Street Beach,18.8,0.32,1.771,63rdStreetBeach201407150100
Montrose Beach,15.5,0.25,1.635,MontroseBeach201407150100
Osterman Beach,15.1,0.4,1.304,OstermanBeach201407150100
Ohio Street Beach,16.3,2.29,1.706,OhioStreetBeach201407150100
Rainbow Beach,18.5,0.85,1.571,RainbowBeach201407150100
Calumet Beach,18.3,0.93,1.478,CalumetBeach201407150200
63rd Street Beach,18.5,0.3,1.804,63rdStreetBeach201407150200
Montrose Beach,15.3,0.43,1.715,MontroseBeach201407150200
Osterman Beach,15,0.42,1.389,OstermanBeach201407150200
Ohio Street Beach,16.3,2.73,1.803,OhioStreetBeach201407150200
Rainbow Beach,18.3,1.06,1.599,RainbowBeach201407150200
Calumet Beach,18.3,1.2,1.461,CalumetBeach201407150300
63rd Street Beach,18.1,0.35,1.792,63rdStreetBeach201407150300
Montrose Beach,15.3,0.92,1.655,MontroseBeach201407150300
Osterman Beach,14.9,1.06,1.328,OstermanBeach201407150300
Ohio Street Beach,16.4,3.04,1.709,OhioStreetBeach201407150300
Montrose Beach,11.4,1.15,1.758,MontroseBeach201505211200
Rainbow Beach,18.2,1.06,1.6,RainbowBeach201407150300
Calumet Beach,18.2,1.01,1.457,CalumetBeach201407150400
63rd Street Beach,17.9,0.35,1.813,63rdStreetBeach201407150400
Montrose Beach,15.1,0.81,1.687,MontroseBeach201407150400
Osterman Beach,15.1,0.4,1.365,OstermanBeach201407150400
Ohio Street Beach,16.3,3,1.758,OhioStreetBeach201407150400
Calumet Beach,18,1.01,1.444,CalumetBeach201407150500
63rd Street Beach,17.7,0.39,1.781,63rdStreetBeach201407150500
Montrose Beach,14.8,0.88,1.66,MontroseBeach201407150500
Osterman Beach,15,0.73,1.331,OstermanBeach201407150500
Ohio Street Beach,16.3,2.96,1.726,OhioStreetBeach201407150500
Rainbow Beach,18.2,1.2,1.606,RainbowBeach201407150400
63rd Street Beach,10.8,1.39,1.351,63rdStreetBeach201505211000
Montrose Beach,10.8,0.9,1.763,MontroseBeach201505211000
Osterman Beach,10.5,2.42,1.555,OstermanBeach201505211000
Calumet Beach,18,1.06,1.442,CalumetBeach201407150600
63rd Street Beach,17.4,0.35,1.791,63rdStreetBeach201407150600
Montrose Beach,14.7,0.88,1.683,MontroseBeach201407150600
Osterman Beach,15,1.42,1.351,OstermanBeach201407150600
Ohio Street Beach,16.1,2.93,1.763,OhioStreetBeach201407150600
Rainbow Beach,18.1,1.46,1.555,RainbowBeach201407150600
Calumet Beach,11.8,1.94,1.595,CalumetBeach201505211100
63rd Street Beach,11,1.46,1.449,63rdStreetBeach201505211100
Montrose Beach,11.1,0.96,1.808,MontroseBeach201505211100
Osterman Beach,10.8,2.71,1.685,OstermanBeach201505211100
Calumet Beach,12.3,1.8,1.362,CalumetBeach201505211200
Osterman Beach,11.2,2.07,1.722,OstermanBeach201505211200
Calumet Beach,12.3,1.67,1.595,CalumetBeach201505211300
Montrose Beach,11.6,1.16,1.449,MontroseBeach201505211300
Osterman Beach,11.4,2.07,1.808,OstermanBeach201505211300
Calumet Beach,12.9,1.89,1.685,CalumetBeach201505211400
Montrose Beach,11.8,1.22,1.362,MontroseBeach201505211400
Osterman Beach,11.7,1.8,1.722,OstermanBeach201505211400
63rd Street Beach,11.4,1.31,1.595,63rdStreetBeach201505211200
Calumet Beach,12.9,1.86,1.449,CalumetBeach201505211500
Montrose Beach,12,1.11,1.808,MontroseBeach201505211500
Osterman Beach,12.1,1.63,1.685,OstermanBeach201505211500
Calumet Beach,12.9,2.72,1.362,CalumetBeach201505211600
Montrose Beach,12.1,1.02,1.722,MontroseBeach201505211600
Osterman Beach,12.4,1.53,1.595,OstermanBeach201505211600
63rd Street Beach,12.1,1.32,1.449,63rdStreetBeach201505211500
Calumet Beach,12.9,1.71,1.808,CalumetBeach201505211700
63rd Street Beach,12.4,1.5,1.685,63rdStreetBeach201505211700
Montrose Beach,12.2,1,1.362,MontroseBeach201505211700
Calumet Beach,12.4,1.12,1.722,CalumetBeach201505221100
63rd Street Beach,12,1.32,1.595,63rdStreetBeach201505221100
Calumet Beach,17.9,1.02,1.449,CalumetBeach201407150700
63rd Street Beach,17.5,0.54,1.808,63rdStreetBeach201407150700
Montrose Beach,14.8,1.13,1.685,MontroseBeach201407150700
Osterman Beach,15,1.77,1.362,OstermanBeach201407150700
Ohio Street Beach,16.1,2.74,1.722,OhioStreetBeach201407150700
Rainbow Beach,18,2.05,1.595,RainbowBeach201407150700
Osterman Beach,12.3,1.27,1.788,OstermanBeach201505211700
Calumet Beach,12.5,1.45,1.647,CalumetBeach201505211900
63rd Street Beach,12.2,1.49,1.328,63rdStreetBeach201505211900
Montrose Beach,12.5,1.02,1.766,MontroseBeach201505211900
Osterman Beach,12.8,1.7,1.591,OstermanBeach201505211900
Calumet Beach,12.2,1.34,1.432,CalumetBeach201505212000
63rd Street Beach,12.1,1.48,1.788,63rdStreetBeach201505212000
Montrose Beach,12.4,0.99,1.647,MontroseBeach201505212000
Osterman Beach,12.4,1.55,1.328,OstermanBeach201505212000
Ohio Street Beach,16.1,2.28,1.766,OhioStreetBeach201407150900
Rainbow Beach,18,3.17,1.591,RainbowBeach201407150900
Calumet Beach,18,1.3,1.432,CalumetBeach201407151000
63rd Street Beach,17.4,2.61,1.788,63rdStreetBeach201407151000
Montrose Beach,15,1.92,1.647,MontroseBeach201407151000
Osterman Beach,14.9,2.56,1.328,OstermanBeach201407151000
Ohio Street Beach,16.2,3.25,1.703,OhioStreetBeach201407151000
Rainbow Beach,18,4.91,1.573,RainbowBeach201407151000
Calumet Beach,18.1,0.89,1.443,CalumetBeach201407151100
63rd Street Beach,17.4,1.67,1.791,63rdStreetBeach201407151100
Montrose Beach,15.1,2.31,1.665,MontroseBeach201407151100
Osterman Beach,14.9,1.97,1.35,OstermanBeach201407151100
Ohio Street Beach,16.2,2.81,1.706,OhioStreetBeach201407151100
Rainbow Beach,18.3,1.6,1.573,RainbowBeach201407151100
Calumet Beach,18.2,0.96,1.491,CalumetBeach201407151200
63rd Street Beach,17.6,2.1,1.816,63rdStreetBeach201407151200
Montrose Beach,15.3,2.45,1.675,MontroseBeach201407151200
Osterman Beach,15,4.11,1.345,OstermanBeach201407151200
Ohio Street Beach,16.2,2.61,1.762,OhioStreetBeach201407151200
Calumet Beach,12.7,1.52,1.6,CalumetBeach201505211800
Calumet Beach,18.3,0.95,1.437,CalumetBeach201407151300
63rd Street Beach,17.8,2.29,1.78,63rdStreetBeach201407151300
Montrose Beach,15.5,3.02,1.696,MontroseBeach201407151300
Osterman Beach,15.2,3.65,1.376,OstermanBeach201407151300
Ohio Street Beach,16.5,3.38,1.741,OhioStreetBeach201407151300
Rainbow Beach,18.5,1.82,1.6,RainbowBeach201407151200
Calumet Beach,18.3,0.94,1.486,CalumetBeach201407151400
63rd Street Beach,17.7,1.74,1.802,63rdStreetBeach201407151400
Montrose Beach,15.5,3.25,1.677,MontroseBeach201407151400
Osterman Beach,15.4,3.55,1.351,OstermanBeach201407151400
Ohio Street Beach,16.5,3.35,1.722,OhioStreetBeach201407151400
Rainbow Beach,18.7,2.22,1.583,RainbowBeach201407151400
Calumet Beach,18.5,1.04,1.482,CalumetBeach201407151500
63rd Street Beach,17.8,2.05,1.839,63rdStreetBeach201407151500
Montrose Beach,15.6,3.54,1.722,MontroseBeach201407151500
Osterman Beach,15.4,3.88,1.403,OstermanBeach201407151500
Ohio Street Beach,16.4,3.52,1.779,OhioStreetBeach201407151500
Rainbow Beach,18.8,3.2,1.623,RainbowBeach201407151500
Calumet Beach,18.4,1.13,1.5,CalumetBeach201407151600
63rd Street Beach,17.8,1.18,1.826,63rdStreetBeach201407151600
Montrose Beach,15.6,2.93,1.661,MontroseBeach201407151600
Osterman Beach,15.3,3.39,1.344,OstermanBeach201407151600
Ohio Street Beach,16.7,3.29,1.716,OhioStreetBeach201407151600
Calumet Beach,18.3,1.32,1.493,CalumetBeach201407151700
63rd Street Beach,17.9,1.72,1.857,63rdStreetBeach201407151700
Calumet Beach,17.8,1.3,1.486,CalumetBeach201407152200
Montrose Beach,15.7,2.56,1.756,MontroseBeach201407151700
Osterman Beach,15.3,3.25,1.436,OstermanBeach201407151700
Ohio Street Beach,16.9,3.51,1.802,OhioStreetBeach201407151700
Calumet Beach,18.2,1.36,1.515,CalumetBeach201407151800
63rd Street Beach,17.7,1.89,1.866,63rdStreetBeach201407151800
Montrose Beach,15.8,2.98,1.682,MontroseBeach201407151800
Osterman Beach,15.3,3.82,1.377,OstermanBeach201407151800
Ohio Street Beach,16.8,3.41,1.752,OhioStreetBeach201407151800
Rainbow Beach,18.7,2.48,1.607,RainbowBeach201407151600
Calumet Beach,18.1,1.24,1.458,CalumetBeach201407151900
63rd Street Beach,17.6,1.58,1.811,63rdStreetBeach201407151900
Montrose Beach,15.8,2.76,1.667,MontroseBeach201407151900
Osterman Beach,15.3,3.34,1.356,OstermanBeach201407151900
Ohio Street Beach,16.8,3.72,1.737,OhioStreetBeach201407151900
Rainbow Beach,18.8,2.8,1.602,RainbowBeach201407151900
Calumet Beach,18,1.33,1.529,CalumetBeach201407152000
63rd Street Beach,17.5,1.88,1.872,63rdStreetBeach201407152000
Montrose Beach,15.8,3.1,1.704,MontroseBeach201407152000
Osterman Beach,15.3,3.31,1.384,OstermanBeach201407152000
Ohio Street Beach,16.7,3.34,1.781,OhioStreetBeach201407152000
Calumet Beach,17.9,1.26,1.464,CalumetBeach201407152100
Calumet Beach,17.7,1.5,1.461,CalumetBeach201407162400
63rd Street Beach,17.5,1.92,1.813,63rdStreetBeach201407152100
Montrose Beach,15.8,3.29,1.645,MontroseBeach201407152100
Osterman Beach,15.2,3,1.331,OstermanBeach201407152100
Ohio Street Beach,16.7,3.49,1.724,OhioStreetBeach201407152100
63rd Street Beach,12.3,1.48,1.362,63rdStreetBeach201505211800
Montrose Beach,12.3,1.02,1.747,MontroseBeach201505211800
Rainbow Beach,18.7,3.73,1.661,RainbowBeach201407152000
Osterman Beach,13,1.7,1.794,OstermanBeach201505211800
63rd Street Beach,17.4,2.03,1.825,63rdStreetBeach201407152200
Montrose Beach,15.7,3.65,1.679,MontroseBeach201407152200
Osterman Beach,15.2,3.1,1.362,OstermanBeach201407152200
Ohio Street Beach,16.6,2.77,1.747,OhioStreetBeach201407152200
Calumet Beach,17.7,1.4,1.461,CalumetBeach201407161000
63rd Street Beach,18.3,0.5,1.794,63rdStreetBeach201407161000
Montrose Beach,17.5,0.69,1.686,MontroseBeach201407161000
Osterman Beach,16.8,2.05,1.37,OstermanBeach201407161000
Ohio Street Beach,17.1,0.86,1.729,OhioStreetBeach201407161000
Rainbow Beach,18.3,6.13,1.575,RainbowBeach201407161000
Calumet Beach,12,1.26,1.437,CalumetBeach201505212100
63rd Street Beach,11.9,1.64,1.464,63rdStreetBeach201505212100
Montrose Beach,12.2,0.96,1.806,MontroseBeach201505212100
Osterman Beach,12.1,1.27,1.672,OstermanBeach201505212100
Calumet Beach,12,1.45,1.347,CalumetBeach201505212200
63rd Street Beach,11.8,1.65,1.751,63rdStreetBeach201505212200
Montrose Beach,12.3,1,1.437,MontroseBeach201505212200
Osterman Beach,11.9,1.27,1.464,OstermanBeach201505212200
Calumet Beach,12.1,1.48,1.806,CalumetBeach201505212300
63rd Street Beach,11.8,1.69,1.672,63rdStreetBeach201505212300
Montrose Beach,12.1,0.97,1.347,MontroseBeach201505212300
